transaction_date,day_of_week,city,lat,long,transaction_type,description,detailed_notes,category,subcategory,amount_USD,amount_ARS,ARS/USD,Questions
5/17/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,pizza stuff,,Groceries,,3.78,4100.00,,exclude mep
5/17/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,beer,,Entertainment,Alcohol,3.87,4200.00,,exclude mep
5/17/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,WWW CLARO.COM 7834,,Misc,,4.03,,0.00,
5/17/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*LEVANDOPAN 1942,breads,Groceries,,8.46,8400.00,992.91,
5/17/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*GRWRECOLETA 1942,mundo lingo,Entertainment,Alcohol,9.49,9500.00,1001.05,
5/17/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,COTO SUCURSAL 24,,Groceries,,16.53,16404.87,992.43,
5/17/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,weed for izzy,,Entertainment,Other,23.04,25000.00,,exclude mep
5/18/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,PAYU*AR*UBER 9429,,Transportation,,3.60,3601.00,1000.28,
5/19/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*BRUTCAFE 1942,,Snacks,Coffee,7.59,7600.00,1001.32,
5/19/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,34.20,34233.87,1000.99,
5/20/24,Monday,Buenos Aires,-34.6037,-58.3816,cash,pastries,,Snacks,,2.77,3000.00,,exclude mep
5/20/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 7523,,Dining,,22.33,23017.50,1030.79,
5/21/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,bread,,Groceries,,3.59,3900.00,,exclude mep
5/21/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,LA PANIGLIA 8419,,Snacks,Coffee,7.57,,0.00,
5/21/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 7523,,Entertainment,Alcohol,18.56,19132.59,1030.85,
5/22/24,Wednesday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,16.75,18175.00,,exclude mep
5/22/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,22.36,24579.00,1099.24,
5/23/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,31.94,36827.64,1153.03,
5/24/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,1.74,1890.00,,exclude mep
5/24/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,5.25,5700.00,,exclude mep
5/24/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*BRUTCAFE 1942,,Snacks,Coffee,7.38,8500.00,1151.76,
5/24/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,TIENDA NOVA SOHO 5724,feta,Groceries,,7.73,8700.00,1125.49,
5/24/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,COTO SUCURSAL 24,,Snacks,,14.51,16325.76,1125.14,
5/25/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,pizza stuff,,Groceries,,7.00,7600.00,,exclude mep
5/25/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 7523,,Snacks,,7.75,8719.37,1125.08,
5/25/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*LEVANDOPAN 1942,breads,Groceries,,9.69,10900.00,1124.87,
5/25/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,clubbing,,Entertainment,Alcohol,26.73,29000.00,,exclude mep
5/25/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Entertainment,Alcohol,46.89,52763.00,1125.25,
5/26/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,PAYU*AR*UBER 9429,,Transportation,,4.38,4928.00,1125.11,
5/26/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 0561,,Snacks,,5.28,5943.12,1125.59,
5/26/24,Sunday,Buenos Aires,-34.6037,-58.3816,cash,weeeeeed,,Entertainment,Other,23.04,25000.00,,exclude mep
5/27/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,COTO SUCURSAL 24,,Groceries,,4.65,5228.40,1124.39,
5/27/24,Monday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,5.71,6200.00,,exclude mep
5/27/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*BRUTCAFE 1942,,Snacks,Coffee,7.55,8500.00,1125.83,
5/28/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,20.58,23152.31,1124.99,
5/29/24,Wednesday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,4.96,5385.00,,exclude mep
5/29/24,Wednesday,Buenos Aires,-34.6037,-58.3816,cash,coffe and roll,,Snacks,,8.11,8800.00,,exclude mep
5/29/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,COTO SUCURSAL 24,,Groceries,,14.85,16372.69,1102.54,
5/30/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,groc,,Groceries,,10.02,10870.00,,exclude mep
5/30/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,12.48,13754.00,1102.08,
5/31/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,groc,,Groceries,,5.69,6179.00,,exclude mep
5/31/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,bread,,Groceries,,6.18,6700.00,,exclude mep
5/31/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,LA PANIGLIA 8419,la paniglia,Snacks,Coffee,6.53,7200.00,1102.60,
5/31/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,22.05,25234.00,1144.40,
6/1/24,Saturday,Buenos Aires,-34.6037,-58.3816,debit,rent,mid june to mid july,Accommodation,,500.00,,,exclude from mep calc
6/1/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,COSI MI PIACE 1137,,Dining,Dinner,31.38,35900.00,1144.04,
6/1/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Entertainment,alcohol,9.42,10783.00,1144.69,
6/2/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,FARMACITY-CANNING Y S0495,,Health,,29.05,33239.10,1144.20,
6/2/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,10.80,12359.15,1144.37,
6/2/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,12.97,14845.42,1144.60,
6/3/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,9.20,10523.00,1143.80,
6/3/24,Monday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,3.78,4100.00,,exclude from mep calc
6/4/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,CRISTO MARCELO J Y CRI,protein,Health,,32.93,39000.00,1184.33,
6/4/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,bakery,,Groceries,,3.23,3500.00,,exclude from mep calc
6/4/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,9.71,10540.00,,exclude from mep calc
6/5/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 0561,,Entertainment,alcohol,6.16,7357.68,1194.43,
6/5/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,35.49,42433.70,1195.65,
6/5/24,Wednesday,Buenos Aires,-34.6037,-58.3816,cash,coffee,,Snacks,Coffee,3.82,4140.00,,exclude from mep calc
6/6/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*BRUTCAFE,,Snacks,Coffee,7.12,8500.00,1193.82,
6/6/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*FREDDO 1942,,Snacks,ice cream,4.69,5600.00,1194.03,
6/6/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,COTO SUCURSAL 24,,Entertainment,alcohol,20.95,25023.47,1194.44,
6/6/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*LAHORMIGA 1942,lunch,Dining,,18.70,22336.00,1194.44,
6/6/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*LAHORMIGA 1942,lunch,Dining,,8.37,10000.00,1194.74,
6/7/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Snacks,,10.87,13094.00,1204.60,
6/7/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,pizza and roll,,Groceries,,4.61,5000.00,,exclude from mep calc
6/7/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,pizza stuff,,Groceries,,14.56,15800.00,,exclude from mep calc
6/8/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,COTO SUCURSAL 24,,Groceries,,19.65,23736.86,1207.98,
6/8/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,LA PANIGLIA 8419,,Snacks,Coffee,5.96,7200.00,1208.05,
6/8/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,RAPPIPRO,supscription,Misc,,3.31,,,exclude from mep calc
6/9/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,13.12,15852.55,1208.27,
6/9/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 0561,pizza place,Dining,,14.07,17002.50,1208.42,
6/10/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 0561,chicken place,Dining,,15.91,19217.50,1207.89,
6/11/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*BRUTCAFE 1942,,Snacks,Coffee,7.14,8500.00,1190.48,
6/11/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,40.95,49893.48,1218.40,
6/11/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,6.53,7080.00,,exclude from mep calc
6/12/24,Wednesday,Buenos Aires,-34.6037,-58.3816,cash,electric bill,,Accommodation,,12.72,13800.00,,exclude from mep calc
6/12/24,Wednesday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,4.01,4350.00,,exclude from mep calc
6/13/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 7523,,Snacks,,7.17,8339.81,1163.15,
6/13/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,20.57,24795.10,1205.40,
6/14/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Entertainment,alcohol,11.13,12948.20,1163.36,
6/14/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,LA PANIGLIA 8419,,Snacks,Coffee,6.70,7800.00,1164.18,
6/14/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,izzy entertainment,,Entertainment,,23.04,25000.00,,exclude from mep calc
6/15/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,20.92,24292.57,1161.21,
6/15/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,TIENDA NOVA 2349,,Groceries,,7.49,8700.00,1161.55,
6/15/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,LA PANIGLIA 8419,,Snacks,Coffee,7.23,8400.00,1161.83,
6/15/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,pizza,,Groceries,,1.38,1500.00,,exclude from mep calc
6/15/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,filtros,,Entertainment,,1.47,1600.00,,exclude from mep calc
6/15/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,pizza stuff,,Groceries,,17.14,18600.00,,exclude from mep calc
6/15/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,tomate,,Groceries,,1.73,1880.00,,exclude from mep calc
6/16/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 7523,,Entertainment,alcohol,8.41,9765.37,1161.16,
6/17/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,8.52,9887.34,1160.49,
6/17/24,Monday,Buenos Aires,-34.6037,-58.3816,cash,producw,,Groceries,,3.41,3700.00,,exclude from mep calc
6/18/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,21.99,25536.00,1161.26,
6/18/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,10.36,11240.00,,exclude from mep calc
6/18/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,breads,,Groceries,,2.77,3000.00,,exclude from mep calc
6/18/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,health,,Health,,2.86,3100.00,,exclude from mep calc
6/19/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,FARMACITY-CANNING Y S0495,,Health,,14.11,,,exclude from mep calc
6/19/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,WWW CLARO.COM 7834,,Misc,,3.67,,,exclude from mep calc
6/19/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*BRUTCAFE 1942,,Snacks,Coffee,7.28,8500.00,1167.58,
6/19/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,COTO SUCURSAL 24,,Groceries,,6.24,7285.80,1167.60,
6/19/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 7523,,Dining,,19.72,23517.50,1192.57,
6/20/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,COTO SUCURSAL 24,,Entertainment,alcohol,14.75,17592.77,1192.73,
6/20/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,DESARMADERO BAR 8166,,Entertainment,alcohol,20.54,24500.00,1192.79,
6/20/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,roll de canela,,Snacks,,1.84,2000.00,,exclude from mep calc
6/21/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,ANTICHE TENTAZIONI 4687,,Snacks,ice cream,7.46,,,exclude from mep calc
6/21/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,2.49,2700.00,,exclude from mep calc
6/22/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,24.80,29583.35,1192.88,
6/22/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,debauchery of izzy,,Entertainment,,23.04,25000.00,,exclude from mep calc
6/22/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,7.93,8600.00,,exclude from mep calc
6/22/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,lunch,,Dining,,8.30,9000.00,,exclude from mep calc
6/23/24,Sunday,Buenos Aires,-34.6037,-58.3816,cash,coffee and media lunas,,Snacks,Coffee,9.22,10000.00,,exclude from mep calc
6/24/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,26.77,31933.80,1192.90,
6/25/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,LA PANIGLIA 8419,,Snacks,Coffee,3.31,4000.00,1208.46,
6/25/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,10.05,12163.00,1210.25,
6/25/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,bakery,,Groceries,,3.13,3400.00,,exclude from mep calc
6/25/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,papers,,Entertainment,,1.38,1500.00,,exclude from mep calc
6/25/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,prodyce,,Groceries,,1.80,1950.00,,exclude from mep calc
6/25/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,pizza stuff,,Groceries,,5.35,5800.00,,exclude from mep calc
6/25/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,bakery,,Groceries,,3.13,3400.00,,exclude from mep calc
6/26/24,Wednesday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,2.77,3000.00,,exclude from mep calc
6/26/24,Wednesday,Buenos Aires,-34.6037,-58.3816,cash,choclate cnax,,Snacks,,4.15,4500.00,,exclude from mep calc
6/27/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,27.20,33807.76,1242.93,
6/27/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*BRUTCAFE,,Snacks,Coffee,6.80,8500.00,1250.00,
6/27/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,8.57,9300.00,,exclude from mep calc
6/27/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,pizza stuff,,Groceries,,8.85,9600.00,,exclude from mep calc
6/28/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,27.62,34855.05,1261.95,
6/28/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,utilities,,Accommodation,,51.24,55600.00,,exclude from mep calc
6/28/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,3.54,3840.00,,exclude from mep calc
6/29/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,LA PANIGLIA 8419,,Snacks,Coffee,6.26,7900.00,1261.98,
6/29/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,6.66,8408.00,1262.46,
6/29/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,4.32,5800.00,,exclude from mep calc
6/29/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,pizza stuff,,Groceries,,4.99,6700.00,,exclude from mep calc
6/29/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,bakery,,Groceries,,6.26,8400.00,,exclude from mep calc
6/29/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,groceries,,Groceries,,6.39,8570.00,,exclude from mep calc
6/30/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,18.68,23567.00,1261.62,
6/30/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 0561,,Entertainment,alcohol,6.08,7675.58,1262.43,
6/30/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,LA PANIGLIA 8419,,Snacks,Coffee,4.83,6100.00,1262.94,
6/30/24,Sunday,Buenos Aires,-34.6037,-58.3816,cash,izzy activities,,Entertainment,,18.63,25000.00,,exclude from mep calc
7/1/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*NIEVACAFE 1942,,Snacks,Coffee,12.28,,,exclude from mep calc
7/1/24,Monday,Buenos Aires,-34.6037,-58.3816,debit,rent,mid july to end,Accommodation,,300.00,,,exclude from mep calc
7/1/24,Monday,Buenos Aires,-34.6037,-58.3816,cash,groceries,,Groceries,,14.68,19700.00,,exclude from mep calc
7/2/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 0561,spritzza,Dining,,23.81,32067.50,1346.81,
7/3/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,26.14,35195.17,1346.41,
7/3/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,CRISTO MARCELO J Y CRI,protein,Health,,30.45,41000.00,1346.47,
7/3/24,Wednesday,Buenos Aires,-34.6037,-58.3816,cash,lunch,,Dining,,5.59,7500.00,,exclude from mep calc
7/4/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,SAFETYWING,insurance,Health,,112.56,,,exclude from mep calc
7/4/24,Thursday,Phoenix,33.4484,112.074,credit,AMERICAN AIR0010654952325,,Transportation,,91.49,,,exclude from mep calc
7/4/24,Thursday,Phoenix,33.4484,112.074,credit,AMERICAN AIR0012155901576,,Transportation,,836.50,,,exclude from mep calc
7/4/24,Thursday,Phoenix,33.4484,112.074,credit,AMERICAN AIR0012155901577,,Transportation,,836.50,,,exclude from mep calc
7/4/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*BRUTCAFE,,Snacks,Coffee,6.56,8500.00,1295.73,
7/4/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,14.17,18362.22,1295.85,
7/4/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 0561,too many potatoes,Groceries,,6.30,8168.46,1296.58,
7/4/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,PIBA,,Entertainment,alcohol,15.88,20800.00,1309.82,
7/4/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,6.33,8500.00,,exclude from mep calc
7/4/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,groceries,,Groceries,,5.96,8000.00,,exclude from mep calc
7/5/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,23.08,30184.32,1307.81,
7/5/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,salt,,Groceries,,3.87,5200.00,,exclude from mep calc
7/5/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,2.85,3820.00,,exclude from mep calc
7/5/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,izzy things,,Entertainment,,19.75,26500.00,,exclude from mep calc
7/5/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,coffee,,Snacks,Coffee,8.94,12000.00,,exclude from mep calc
7/6/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,4.14,5560.00,,exclude from mep calc
7/6/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,groceries,,Groceries,,8.23,11045.00,,exclude from mep calc
7/6/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,groceries,,Groceries,,7.23,9700.00,,exclude from mep calc
7/7/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,FARMACITY-CANNING Y S0495,,Health,,2.83,3700.00,1307.42,
7/7/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Snacks,,4.18,5474.00,1309.57,
7/8/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,RAPPIPRO,,Misc,,3.06,,,exclude from mep calc
7/8/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 0561,,Snacks,,9.02,11712.21,1298.47,
7/9/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,12.03,15610.00,1297.59,
7/9/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,LA PANIGLIA 8419,,Snacks,Coffee,7.09,9200.00,1297.60,
7/9/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,COTO 024 1519,,Entertainment,alcohol,18.39,23863.18,1297.62,
7/9/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,2.16,2900.00,,exclude from mep calc
7/10/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 0561,mcdonalds,Dining,,17.56,22787.50,1297.69,
7/10/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 0561,,Entertainment,alcohol,12.70,16487.74,1298.25,
7/11/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,24.30,31331.73,1289.37,
7/11/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 0561,,Entertainment,alcohol,6.52,8554.17,1311.99,
7/12/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Snacks,,20.32,26679.00,1312.94,
7/12/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,bread,,Groceries,,7.45,10000.00,,exclude from mep calc
7/12/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,4.35,5840.00,,exclude from mep calc
7/12/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,utilities,,Accommodation,,10.64,14280.00,,exclude from mep calc
7/13/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,DIETTICA CALLAO SUC SC,,Groceries,,5.11,6829.00,1336.40,
7/13/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,LA PANIGLIA 8419,,Snacks,Coffee,6.28,8400.00,1337.58,
7/13/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,COTO SUCURSAL 24,,Groceries,,10.75,14379.88,1337.66,
7/13/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,pizza stuff,,Groceries,,4.10,5500.00,,exclude from mep calc
7/13/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,jalapeños,,Groceries,,0.82,1100.00,,exclude from mep calc
7/13/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,jerseys,,Misc,,25.34,34000.00,,exclude from mep calc
7/13/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,ciabata,,Groceries,,4.77,6400.00,,exclude from mep calc
7/14/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,18.50,24743.00,1337.46,
7/14/24,Sunday,Buenos Aires,-34.6037,-58.3816,cash,bakery,,Groceries,,2.24,3000.00,,exclude from mep calc
7/15/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,ESPACIO BORGES 3855,protein,Health,,32.16,43010.00,1337.38,
7/15/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 7523,chicken place,Dining,,16.31,21815.50,1337.55,
7/16/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,35.93,44105.16,1227.53,
7/16/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,LA PANIGLIA 8419,,Snacks,Coffee,7.49,9200.00,1228.30,
7/16/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,4.47,6000.00,,exclude from mep calc
7/17/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,BAUM PALERMO 5196,,Entertainment,alcohol,28.68,,,exclude from mep calc
7/17/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,TOMATE,,Entertainment,alcohol,10.90,13200.00,1211.01,
7/17/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,BEER MARKET NICARAGUA8033,,Entertainment,alcohol,6.93,8397.00,1211.69,
7/17/24,Wednesday,Buenos Aires,-34.6037,-58.3816,cash,bKery,,Groceries,,5.22,7000.00,,exclude from mep calc
7/17/24,Wednesday,Buenos Aires,-34.6037,-58.3816,cash,chips,,Snacks,,2.16,2900.00,,exclude from mep calc
7/17/24,Wednesday,Buenos Aires,-34.6037,-58.3816,cash,alc tip,,Entertainment,alcohol,0.98,1320.00,,exclude from mep calc
7/17/24,Wednesday,Buenos Aires,-34.6037,-58.3816,cash,suero,,Health,,1.71,2300.00,,exclude from mep calc
7/17/24,Wednesday,Buenos Aires,-34.6037,-58.3816,cash,pizza stuff,,Groceries,,7.19,9650.00,,exclude from mep calc
7/18/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,24.94,30821.73,1235.84,
7/18/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,izzy izzy izzy,,Entertainment,,18.63,25000.00,,exclude from mep calc
